N	X
0.6931471805599453	0.6931471805599453
1.9459101490553132	1.3862943611198906
3.1780538303479458	2.0794415416798357
4.127134385045092	2.772588722239781
4.990432586778736	3.4657359027997265
5.820082930352362	4.1588830833596715
6.639875833826536	4.852030263919617
7.421775793644647	5.545177444479562
8.239593454305968	6.238324625039508
9.104868739033948	6.931471805599453
